哀	āi
燒傷	shāoshāng
勺	sháo
芍藥	sháoyao
*少不了	shǎo·buliǎo
*少許	shǎoxŭ
少艾	shào'ài
少將	shàojiàng
少林寺	Shàolínsì
哨	shào
哨子	shào·zi
奢侈	shēchǐ
奢華	shēhuá
奢靡	shēmí
奢望	shēwàng
賒帳	shēzhàng
捨棄	shĕqì
*社交	shèjiāo
*社區	shèqū
*社群	shèqún
社團	shètuán
射程	shèchéng
射箭	shèjiàn
射門	shèmén
射頻	shèpín
*射手	shèshŏu
涉	shè
涉案	shè'àn
涉及	shèjí
*涉嫌	shèxián
涉足	shèzú
*設定	shèdìng
設防	shèfáng
*設計師	shèjìshī
攝錄	shèlù
*攝取	shèqŭ
*攝氏	shèshì
*攝影機	shèyǐngjī
攝製	shèzhì
申	shēn
申辦	shēnbàn
*申報	shēnbào
申辯	shēnbiàn
*申領	shēnlǐng
*申訴	shēnsù
*申索	shēnsuŏ
*伸延	shēnyán
*伸展	shēnzhǎn
身段	shēnduàn
*身分證	shēn·fenzhèng
身高	shēngāo
身家	shēnjiā
身價	shēnjià
身世	shēnshì
身手	shēnshŏu
身體力行	shēntǐlìxíng
身形	shēnxíng
身孕	shēnyùn
深愛	shēn'ài
深層	shēncéng
深秋	shēnqiū
深入淺出	shēnrùqiǎnchū
深思	shēnsī
深思熟慮	shēnsīshúlǜ
深邃	shēnsuì
深宵	shēnxiāo
*深信	shènxìn
深淵	shēnyuān
*深造	shēnzào
神經質	shénjīngzhì
神龕	shénkān
神來之筆	shénláizhībǐ
神靈	shénlíng
神廟	shénmiào
神明	shénmíng
神似	shénsì
神童	shéntóng
神位	shénwèi
神像	shénxiàng
神韻	shényùn
神智	shénzhì
神州	Shénzhōu
嬸嬸	shĕn·shen
審	shĕn
*審核	shĕnhé
*審計	shĕnjì
審結	shĕnjié
*審批	shĕnpī
*審慎	shĕnshèn
審時度勢	shĕnshíduóshì
審視	shĕnshì
*審訊	shĕnxùn
*審議	shĕnyì
*審閱	shĕnyuè
腎臟	shènzàng
慎	shèn
滲	shèn
滲入	shènrù
*升幅	shēngfú
升格	shēnggé
升華	shēnghuá
*升級	shēngjí
升降	shēngjiàng
*升降機	shēngjiàngjī
升空	shēngkōng
升旗	shēngqí
*升勢	shēngshì
升溫	shēngwēn
*升值	shēngzhí
升職	shēngzhí
生不逢時	shēngbùféngshí
生根	shēnggēn
生還	shēnghuán
生活費	shēnghuófèi
生計	shēngjì
生離死別	shēnglísǐbié
生力軍	shēnglìjūn
生怕	shēngpà
生平	shēngpíng
生氣勃勃	shēngqìbóbó
生日	shēng·rì
*生死	shēngsǐ
生物學	shēngwùxué
生息	shēngxī
*生效	shēngxiào
*生涯	shēngyá
生字	shēngzì
*聲稱	shēngchēng
聲帶	shēngdài
聲控	shēngkòng
聲浪	shēnglàng
聲淚俱下	shēnglèijùxià
聲名	shēngmíng
聲望	shēngwàng
聲言	shēngyán
*聲譽	shēngyù
聲樂	shēngyuè
繩索	shéngsuŏ
繩網	shéngwǎng
省城	shĕngchéng
*省份	shĕngfèn
省卻	shĕngquè
*省時	shĕngshí
*盛產	shèngchǎn
盛傳	shèngchuán
盛會	shènghuì
盛況	shèngkuàng
*盛名	shèngmíng
盛世	shèngshì
*盛事	shèngshì
盛譽	shèngyù
盛讚	shèngzàn
盛裝	shèngzhuāng
剩貨	shènghuò
*剩下	shèng·xia
*勝地	shèngdì
勝負	shèngfù
勝任	shèngrèn
*勝訴	shèngsù
*聖誕	Shèngdàn
聖誕卡	shèngdànkǎ
聖誕老人	Shèngdànlǎorén
聖地	shèngdì
聖潔	shèngjié
聖母	shèngmŭ
聖人	shèngrén
聖詩	shèngshī
失常	shīcháng
失傳	shīchuán
失聰	shīcōng
*失當	shīdàng
失地	shīdì
失分	shīfēn
失衡	shīhéng
失魂落魄	shīhúnluòpò
失控	shīkòng
失禮	shīlǐ
失利	shīlì
失戀	shīliàn
失落	shīluò
*失眠	shīmián
失明	shīmíng
失竊	shīqiè
失散	shīsàn
失色	shīsè
失實	shīshí
失勢	shīshì
失手	shīshŏu
失守	shīshŏu
失修	shīxiū
失意	shīyì
失約	shīyuē
失職	shīzhí
失主	shīzhŭ
*失蹤	shīzōng
屍	shī
屍身	shīshēn
施教	shījiào
施展	shīzhǎn
*施政	shīzhèng
師弟	shīdì
師父	shī·fu
師姐	shījiĕ
師妹	shīmèi
師徒	shītú
師兄	shīxiōng
師訓	shīxùn
師資	shīzī
獅	shī
獅子	shī·zi
詩詞	shīcí
*詩集	shījí
詩篇	shīpiān
詩情畫意	shīqínghuàyì
詩壇	shītán
詩體	shītǐ
詩文	shīwén
*濕地	shīdì
濕熱	shīrè
十全十美	shíquánshímĕi
十字架	shízìjià
*十足	shízú
什	shí
什錦	shíjǐn
石板	shíbǎn
石碑	shíbēi
石壁	shíbì
石雕	shídiāo
石階	shíjiē
*石刻	shíkè
*石窟	shíkū
石榴	shí·liu
石棉	shímián
石像	shíxiàng
*石油氣	shíyóuqì
拾荒	shíhuāng
食道	shídào
食家	shíjiā
*食客	shíkè
食糧	shíliáng
食療	shíliáo
*食譜	shípŭ
食油	shíyóu
*食慾	shíyù
食指	shízhǐ
*時報	shíbào
時差	shíchā
時辰	shí·chen
*時段	shíduàn
時分	shífèn
*時光	shíguāng
時局	shíjú
時令	shílìng
時區	shíqū
*時尚	shíshàng
時勢	shíshì
時速	shísù
時序	shíxù
時限	shíxiàn
時宜	shíyí
時鐘	shízhōng
*時裝	shízhuāng
蝕	shí
*實地	shídì
實感	shígǎn
實情	shíqíng
*實務	shíwù
*實習	shíxí
實證	shízhèng
實至名歸	shízhìmíngguī
識趣	shíqù
史籍	shǐjí
*史前	shǐqián
史實	shǐshí
史無前例	shǐwúqiánlì
使館	shǐguǎn
駛	shǐ
矢	shǐ
矢志	shǐzhì
始創	shǐchuàng
始祖	shǐzŭ
士氣	shìqì
世間	shìjiān
世情	shìqíng
*世人	shìrén
*世上	shìshàng
世事	shìshì
世俗	shìsú
世態	shìtài
世外桃源	shìwàitáoyuán
世襲	shìxí
示弱	shìruò
示意	shìyì
巿場	shìchǎng
*市道	shìdào
*市區	shìqū
市集	shìjí
市價	shìjià
市郊	shìjiāo
市井	shìjǐng
*市面	shìmiàn
市容	shìróng
*市鎮	shìzhèn
市政	shìzhèng
柿子	shì·zi
式微	shìwēi
拭	shì
拭目以待	shìmùyǐdài
*試點	shìdiǎn
試金石	shìjīnshí
*試行	shìxíng
試探	shìtàn
試題	shìtí
試用	shìyòng
試用期	shìyòngqī
事半功倍	shìbàngōngbèi
*事前	shìqián
*事項	shìxiàng
*事宜	shìyí
*事主	shìzhŭ
侍	shì
侍奉	shìfèng
侍者	shìzhĕ
侍應	shìyìng
室溫	shìwēn
逝	shì
*視察	shìchá
視角	shìjiǎo
視力	shìlì
視頻	shìpín
*視聽	shìtīng
視網膜	shìwǎngmó
*視像	shìxiàng
視學	shìxué
勢頭	shì·tóu
嗜	shì
嗜好	shìhào
飾	shì
飾品	shìpǐn
飾物	shìwù
*飾演	shìyǎn
誓	shì
*誓詞	shìcí
適從	shìcóng
適得其反	shìdéqífǎn
適度	shìdù
適逢其會	shìféngqíhuì
適可而止	shìkĕ'érzhǐ
*適量	shìliàng
*適時	shìshí
適應	shìyìng
*適中	shìzhōng
噬	shì
釋然	shìrán
*收報	shōubào
*收藏	shōucáng
收場	shōuchǎng
收發	shōufā
*收費	shōufèi
收付	shōufù
*收據	shōujù
收看	shōukàn
收斂	shōuliǎn
*收錄	shōulù
收納	shōunà
*收取	shōuqŭ
收容	shōuróng
*收生	shōushēng
*收市	shōushì
收聽	shōutīng
收效	shōuxiào
收押	shōuyā
收養	shōuyǎng
收音	shōuyīn
收賬	shōuzhàng
*收支	shōuzhī
手背	shŏubèi
手筆	shŏubǐ
*手冊	shŏucè
手感	shŏugǎn
手稿	shŏugǎo
手工藝	shŏugōngyì
*手機	shŏujī
手帕	shŏupà
手套	shŏutào
手提包	shŏutíbāo
手頭	shŏutóu
手推車	shŏutuīchē
手腕	shŏuwàn
手舞足蹈	shŏuwŭzúdǎo
手下	shŏuxià
手藝	shŏuyì
手印	shŏuyìn
手語	shŏuyŭ
手足	shŏuzú
手足無措	shŏuzúwúcuò
手杖	shŏuzhàng
守法	shŏufǎ
守候	shŏuhòu
守護	shŏuhù
守門員	shŏuményuán
守望	shŏuwàng
守信	shŏuxìn
*守則	shŏuzé
*首創	shŏuchuàng
首次	shŏucì
首當其衝	shŏudāngqíchōng
*首府	shŏufŭ
首富	shŏufù
*首屆	shŏujiè
*首屈一指	shŏuqūyīzhǐ
*首飾	shŏu·shi
*首選	shŏuxuǎn
首映	shŏuyìng
*受保	shòubǎo
受不了	shòu·bùliǎo
受挫	shòucuò
受罰	shòufá
*受訪	shòufǎng
*受僱	shòugù
受害	shòuhài
*受惠	shòuhuì
受賄	shòuhuì
受困	shòukùn
受難	shòunàn
受虐	shòunüè
受聘	shòupìn
受熱	shòurè
受審	shòushĕn
*受損	shòusŭn
*受託	shòutuō
受訓	shòuxùn
*受益	shòuyì
受用	shòuyòng
受孕	shòuyùn
受制	shòuzhì
*受助	shòuzhù
受阻	shòuzŭ
*授權	shòuquán
*授予	shòuyŭ
售	shòu
售貨員	shòuhuòyuán
*售價	shòujià
*售賣	shòumài
售罄	shòuqìng
獸醫	shòuyī
壽	shòu
壽辰	shòuchén
*壽司	shòusī
壽星	shòu·xing
*瘦肉	shòuròu
瘦弱	shòuruò
瘦削	shòuxuē
抒發	shūfā
紓困	shūkùn
紓解	shūjiĕ
倏地	shūdì
*書法	shūfǎ
書房	shūfáng
書稿	shūgǎo
書櫃	shūguì
*書畫	shūhuà
書價	shūjià
*書刊	shūkān
書目	shūmù
書評	shūpíng
書籤	shūqiān
書商	shūshāng
書生	shūshēng
書屋	shūwū
*書院	shūyuàn
書展	shūzhǎn
書桌	shūzhuō
*殊榮	shūróng
梳理	shūlǐ
梳洗	shūxǐ
疏導	shūdǎo
*疏忽	shūhū
疏濬	shūjùn
疏懶	shūlǎn
疏離	shūlí
疏落	shūluò
疏散	shūsǎn
*疏鬆	shūsōng
疏通	shūtōng
疏遠	shūyuǎn
*蔬果	shūguŏ
淑女	shūnǚ
舒	shū
舒緩	shūhuǎn
舒泰	shūtài
樞	shū
樞機	shūjī
*樞紐	shūniŭ
輸電	shūdiàn
輸贏	shūyíng
孰	shú
熟客	shúkè
熟絡	shúluò
熟能生巧	shúnéngshēngqiǎo
熟識	shú·shi
熟睡	shúshuì
熟習	shúxí
贖	shú
暑	shŭ
暑期	shŭqī
署	shŭ
署理	shŭlǐ
*署長	shŭzhǎng
薯片	shŭpiàn
薯條	shŭtiáo
曙光	shŭguāng
述說	shùshuō
術士	shùshì
恕	shù
*漱口	shùkŏu
*數額	shù'é
*數據	shùjù
*數碼	shùmǎ
*數位	shùwèi
豎立	shùlì
豎琴	shùqín
樹叢	shùcóng
樹根	shùgēn
樹膠	shùjiāo
樹梢	shùshāo
樹葉	shùyè
樹蔭	shùyīn
樹枝	shùzhī
刷新	shuāxīn
耍花招	shuǎhuāzhāo
耍賴	shuǎlài
衰	shuāi
衰竭	shuāijié
衰落	shuāiluò
摔倒	shuāidǎo
帥	shuài
*率先	shuàixiān
率性	shuàixìng
率直	shuàizhí
霜花	shuānghuā
*雙邊	shuāngbiān
*雙重	shuāngchóng
雙管齊下	shuāngguǎnqíxià
雙親	shuāngqīn
雙向	shuāngxiàng
雙贏	shuāngyíng
*雙語	shuāngyŭ
爽	shuǎng
爽朗	shuǎnglǎng
水彩	shuǐcǎi
水彩畫	shuǐcǎihuà
水池	shuǐchí
水到渠成	shuǐdàoqúchéng
水道	shuǐdào
水痘	shuǐdòu
水管	shuǐguǎn
水壺	shuǐhú
水花	shuǐhuā
水患	shuǐhuàn
水貨	shuǐhuò
水餃	shuǐjiǎo
*水晶	shuǐjīng
*水警	shuǐjǐng
水坑	shuǐkēng
水療	shuǐliáo
水龍頭	shuǐlóngtóu
水陸	shuǐlù
水路	shuǐlù
水墨畫	shuǐmòhuà
水泡	shuǐpào
水瓶	shuǐpíng
水渠	shuǐqú
水乳交融	shuǐrŭjiāoróng
水塔	shuǐtǎ
水塘	shuǐtáng
水溫	shuǐwēn
水鄉	shuǐxiāng
水壓	shuǐyā
*水域	shuǐyù
*水質	shuǐzhì
水腫	shuǐzhŏng
*水準	shuǐzhŭn
水漬	shuǐzì
稅單	shuìdān
稅法	shuìfǎ
*稅款	shuìkuǎn
*稅率	shuìlǜ
*稅項	shuìxiàng
*稅務	shuìwù
稅則	shuìzé
稅制	shuìzhì
睡袋	shuìdài
睡夢	shuìmèng
順差	shùnchā
順暢	shùnchàng
順從	shùncóng
順道	shùndào
順境	shùnjìng
順理成章	shùnlǐchéngzhāng
順勢	shùnshì
順應	shùnyìng
瞬即	shùnjí
瞬息萬變	shùnxīwànbiàn
說不上	shuō·bùshàng
說服力	shuōfúlì
說教	shuōjiào
說理	shuōlǐ
碩大無朋	shuòdàwúpéng
碩士	shuòshì
司空見慣	sīkōngjiànguàn
司儀	sīyí
*司長	sīzhǎng
*私房	sī·fang
*私家	sījiā
*私家車	sījiāchē
私立	sīlì
私下	sīxià
*私有化	sīyŏuhuà
私語	sīyŭ
思辨	sībiàn
思量	sī·liang
思議	sīyì
絲綢	sīchóu
絲瓜	sīguā
絲絲入扣	sīsīrùkòu
廝殺	sīshā
廝守	sīshŏu
撕	sī
撕裂	sīliè
死黨	sǐdǎng
死灰復燃	sǐhuīfùrán
死鬼	sǐguǐ
死記硬背	sǐjìyìngbèi
死寂	sǐjì
死難	sǐnàn
死人	sǐrén
死傷	sǐshāng
*死亡率	sǐwánglǜ
死亡證	sǐwángzhèng
*死因	sǐyīn
*死者	sǐzhĕ
四分五裂	sìfēnwŭliè
*四季	sìjì
四時	sìshí
四通八達	sìtōngbādá
似是而非	sìshì'érfēi
*寺廟	sìmiào
伺服器	sìfúqì
伺機	sìjī
嗣	sì
飼	sì
祀	sì
肆虐	sìnüè
肆無忌憚	sìwújìdàn
肆意	sìyì
松鼠	sōngshŭ
鬆弛	sōngchí
鬆脆	sōngcuì
鬆軟	sōngruǎn
鬆散	sōngsǎn
鬆懈	sōngxiè
悚然	sŏngrán
慫恿	sŏngyŏng
聳	sŏng
聳立	sŏnglì
送別	sòngbié
訟	sòng
頌	sòng
頌揚	sòngyáng
誦	sòng
誦讀	sòngdú
搜	sōu
搜腸刮肚	sōuchángguādù
搜購	sōugòu
搜救	sōujiù
*搜尋	sōuxún
餿	sōu
酥	sū
酥脆	sūcuì
俗名	súpmíng
俗套	sútào
俗語	súyŭ
*速遞	sùdì
速食	sùshí
素菜	sùcài
素來	sùlái
*素食	sùshí
素養	sùyǎng
宿敵	sùdí
宿命	sùmìng
宿營	sùyíng
宿醉	sùzuì
粟	sù
訴	sù
訴說	sùshuō
塑	sù
塑像	sùxiàng
溯	sù
肅穆	sùmù
肅然起敬	sùránqǐjìng
酸溜溜	suānliūliū
酸痛	suāntòng
*酸性	suānxìng
蒜	suàn
蒜頭	suàntóu
隨波逐流	suíbōzhúliú
隨從	suícóng
隨和	suí·he
隨機應變	suíjīyìngbiàn
隨身	suíshēn
隨身聽	suíshēntīng
*隨時隨地	suíshísuídì
隨心所欲	suíxīnsuŏyù
隨行	suíxíng
隨緣	suíyuán
碎片	suìpiàn
碎石	suìshí
隧道	suìdào
筍	sŭn
損	sŭn
*損毀	sŭnhuǐ
損益	sŭnyì
梭	suō
*縮減	suōjiǎn
縮影	suōyǐng
*所得	suŏdé
所見所聞	suŏjiànsuŏwén
索道	suŏdào
索賠	suŏpéi
*索取	suŏqŭ
索引	suŏyǐn
瑣事	suŏshì
瑣碎	suŏsuì
他日	tārì
塌	tā
拓	tà
拓本	tàbĕn
榻	tà
太極	tàijí
太極拳	tàijíquán
太空船	tàikōngchuán
太空人	tàikōngrén
太空站	tàikōngzhàn
汰	tài
*泰	tài
泰斗	tàidŏu
坍塌	tāntā
貪	tān
貪官	tānguān
貪婪	tānlán
貪睡	tānshuì
*貪污	tānwū
*攤位	tānwèi
彈撥	tánbō
彈劾	tánhé
彈力	tánlì
彈琴	tánqín
彈奏	tánzòu
談吐	tántŭ
壇	tán
曇花	tánhuā
曇花一現	tánhuāyīxiàn
忐忑	tǎntè
坦承	tǎnchéng
坦誠	tǎnchéng
坦然	tǎnrán
*坦言	tǎnyán
炭	tàn
探病	tànbìng
*探訪	tànfǎng
探究	tànjiū
探險	tànxiǎn
探尋	tànxún
探知	tànzhī
嘆為觀止	tànwéiguānzhǐ
*湯匙	tāngchí
湯圓	tāngyuán
唐樓	tánglóu
唐突	tángtū
糖果	tángguŏ
*糖尿病	tángniàobìng
堂弟	tángdì
堂皇	tánghuáng
堂姐	tángjiĕ
堂妹	tángmèi
堂兄	tángxiōng
淌	tǎng
滔滔	tāotāo
濤	tāo
逃遁	táodùn
逃犯	táofàn
逃離	táolí
逃命	táomìng
逃難	táonàn
逃脫	táotuō
逃亡	táowáng
逃之夭夭	táozhīyāoyāo
桃花	táohuā
桃仁	táorén
桃樹	táoshù
淘	táo
淘金	táojīn
淘米	táomǐ
淘氣	táoqì
淘氣鬼	táoqìguǐ
淘洗	táoxǐ
*陶瓷	táocí
陶罐	táoguàn
陶器	táoqì
陶藝	táoyì
陶俑	táoyŏng
陶醉	táozuì
討好	tǎohǎo
討價還價	tǎojiàhuánjià
*套餐	tàocān
套房	tàofáng
套件	tàojiàn
套票	tàopiào
套取	tàoqŭ
套裝	tàozhuāng
特備	tèbèi
*特惠	tèhuì
特輯	tèjí
特技	tèjì
特價	tèjià
特刊	tèkān
特派	tèpài
*特區	tèqū
*特首	tèshŏu
特寫	tèxiĕ
特許	tèxŭ
特邀	tèyāo
特約	tèyuē
*特質	tèzhì
疼愛	téng'ài
騰飛	téngfēi
藤	téng
剔除	tīchú
踢球	tīqiú
梯	tī
梯級	tījí
提款機	tíkuǎnjī
提琴	tíqín
提神	tíshén
*提示	tíshì
*提問	tíwèn
提攜	tíxié
提心吊膽	tíxīndiàodǎn
*提早	tízǎo
題詞	tící
題贈	tízèng
啼	tí
啼笑皆非	tíxiàojiēfēi
蹄	tí
體察	tǐchá
*體能	tǐnéng
體魄	tǐpò
體弱	tǐruò
體態	tǐtài
體味	tǐwèi
體溫計	tǐwēnjì
體形	tǐxíng
體型	tǐxíng
體恤	tǐxù
體液	tǐyè
剃	tì
剃刀	tìdāo
替身	tìshēn
天長地久	tiānchángdìjiŭ
天帝	tiāndì
天方夜譚	tiānfāngyètán
天賦	tiānfù
天花	tiānhuā
天花板	tiānhuābǎn
天荒地老	tiānhuāngdìlǎo
天機	tiānjī
天際	tiānjì
天籟	tiānlài
天理	tiānlǐ
天亮	tiānliàng
天倫	tiānlún
天馬行空	tiānmǎxíngkōng
天明	tiānmíng
天南地北	tiānnándìbĕi
*天橋	tiānqiáo
天壤	tiānrǎng
天時	tiānshí
*天使	tiānshǐ
*天堂	tiāntáng
天性	tiānxìng
天旋地轉	tiānxuándìzhuàn
天涯	tiānyá
天衣無縫	tiānyīwúfèng
天意	tiānyì
天淵	tiānyuān
天災	tiānzāi
天職	tiānzhí
天子	tiānzǐ
*添加	tiānjiā
添加劑	tiānjiājì
添置	tiānzhì
*田徑	tiánjìng
田螺	tiánluó
田園	tiányuán
恬靜	tiánjìng
甜點	tiándiǎn
甜酒	tiánjiŭ
甜美	tiánmĕi
甜蜜	tiánmì
*甜品	tiánpǐn
甜絲絲	tiánsīsī
填報	tiánbào
填寫	tiánxiĕ
挑食	tiāoshí
挑剔	tiāo·ti
條碼	tiáomǎ
調撥	tiáobō
調羹	tiáogēng
調酒	tiáojiŭ
調控	tiáokòng
調理	tiáolǐ
調料	tiáoliào
*調配	tiáopèi
調皮	tiáopí
調皮鬼	tiáopíguǐ
調適	tiáoshì
調停	tiáotíng
*調味	tiáowèi
調校	tiáojiào
調勻	tiáoyún
調製	tiáozhì
眺望	tiàowàng
跳板	tiàobǎn
跳高	tiàogaō
*跳繩	tiàoshéng
跳蚤	tiào·zao
貼切	tiēqiè
貼身	tiēshēn
貼現	tiēxiàn
貼心	tiēxīn
帖	tiĕ
鐵板	tiĕbǎn
鐵觀音	tiĕguānyīn
鐵欄	tiĕlán
鐵閘	tiĕzhá
鐵質	tiĕzhì
帖	tiè
聽從	tīngcóng
聽說	tīngshuō
聽聞	tīngwén
廳堂	tīngtáng
廷	tíng
庭院	tíngyuàn
亭	tíng
*停車	tíngchē
停放	tíngfàng
停工	tínggōng
*停機	tíngjī
停機坪	tíngjīpíng
停刊	tíngkān
停靠	tingkào
停課	tíngkè
停賽	tíngsài
停駛	tíngshǐ
停歇	tíngxiē
停站	tíngzhàn
停職	tíngzhí
停滯	tíngzhì
挺身	tǐngshēn
艇	tǐng
*通報	tōngbào
通暢	tōngchàng
*通車	tōngchē
通達	tōngdá
通讀	tōngdú
*通告	tōnggào
通關	tōngguān
通話	tōnghuà
通貨	tōnghuò
通緝	tōngjī
通氣	tōngqì
*通俗	tōngsú
通天	tōngtiān
通透	tōngtòu
通宵	tōngxiāo
通曉	tōngxiǎo
通心粉	tōngxīnfĕn
通行	tōngxíng
通行證	tōngxíngzhèng
*通脹	tōngzhàng
*同步	tóngbù
同窗	tóngchuāng
同居	tóngjū
同僚	tóngliáo
同鄉	tóngxiāng
同心協力	tóngxīnxiélì
同性	tóngxìng
*同性戀	tóngxìngliàn
*同業	tóngyè
*同一	tóngyī
銅臭	tóngchòu
銅牌	tóngpái
銅器	tóngqì
銅錢	tóngqián
銅像	tóngxiàng
銅鐘	tóngzhōng
童	tóng
童軍	tóngjūn
童心	tóngxīn
童真	tóngzhēn
童裝	tóngzhuāng
瞳孔	tóngkŏng
捅	tŏng
*統籌	tŏngchóu
統領	tŏnglǐng
痛楚	tòngchŭ
痛定思痛	tòngdìngsītòng
痛風	tòngfēng
痛擊	tòngjī
痛心	tongxīn
痛心疾首	tòngxīnjíshŏu
偷	tōu
偷渡	tōudù
偷懶	tōulǎn
偷取	tōuqŭ
偷襲	tōuxí
偷閒	tōuxián
*投保	tóubǎo
投奔	tóubèn
*投放	tóufàng
投寄	tóujì
投考	tóukǎo
*投票	tóupiào
投票權	tóupiàoquán
投契	tóuqì
投射	tóushè
投身	tóushēn
投宿	tóusù
*投訴	tóusù
投胎	tóutāi
投影	tóuyǐng
投注	tóuzhù
頭等	tóudĕng
頭昏腦脹	tóuhūnnǎozhàng
頭皮	tóupí
頭破血流	tóupòxuèliú
頭疼	tóuténg
頭條	tóutiáo
*頭痛	tóutòng
頭頭是道	tóutóushìdào
頭銜	tóuxián
頭緒	tóuxù
頭暈	tóuyūn
*透明度	tòumíngdù
透氣	tòuqì
透視	tòushì
透析	tòuxī
*透支	tòuzhī
凸顯	tūxiǎn
禿子	tū·zi
*突發	tūfā
突飛猛進	tūfēimĕngjìn
突起	tūqǐ
突如其來	tūrúqílái
突圍	tūwéi
突襲	tūxí
徒步	túbù
徒勞	túláo
徒勞無功	túláowúgōng
徒然	túrán
途	tú
途人	túrén
塗料	túliào
塗抹	túmŏ
屠	tú
屠宰	túzǎi
圖解	tújiĕ
*圖片	túpiàn
圖騰	túténg
圖文並茂	túwénbìngmào
圖樣	túyàng
圖章	túzhāng
土產	tŭchǎn
土豆	tŭdòu
土生土長	tŭshēngtŭzhǎng
土著	tŭzhù
吐露	tŭlù
吐痰	tŭtán
湍急	tuānjí
團拜	tuánbài
*團隊	tuánduì
團圓	tuányuán
推崇	tuīchóng
推斷	tuīduàn
*推介	tuījiè
推拿	tuīná
推敲	tuīqiāo
推搪	tuītáng
推想	tuīxiǎng
推卸	tuīxiè
推移	tuīyí
*推展	tuīzhǎn
頹敗	tuíbài
頹廢	tuífèi
頹勢	tuíshì
退股	tuìgŭ
*退還	tuìhuán
退回	tuìhuí
退款	tuìkuǎn
退票	tuìpiào
退讓	tuìràng
退熱	tuìrè
退燒	tuìshāo
退守	tuìshŏu
退縮	tuìsuō
退席	tuìxí
退下	tuìxià
退休金	tuìxiūjīn
退學	tuìxué
退役	tuìyì
退隱	tuìyǐn
褪	tuì
褪色	tuìshǎi
蛻	tuì
蛻變	tuìbiàn
吞	tūn
吞併	tūnbìng
吞噬	tūnshì
吞吐	tūntŭ
吞雲吐霧	tūnyúntŭwù
囤	tún
囤積	túnjī
豚	tún
拖把	tuōbǎ
拖累	tuōlĕi
拖泥帶水	tuōnídàishuǐ
*拖欠	tuōqiàn
拖鞋	tuōxié
*託管	tuōguǎn
託運	tuōyùn
脫軌	tuōguǐ
脫節	tuōjié
脫臼	tuōjiù
脫身	tuōshēn
脫手	tuōshŏu
脫水	tuōshuǐ
脫俗	tuōsú
脫穎而出	tuōyǐng'érchū
駝	tuó
鴕鳥	tuóniǎo
妥	tuŏ
*妥當	tuŏ·dang
*妥善	tuŏshàn
妥貼	tuŏtiē
拓	tuò
*拓展	tuòzhǎn
唾沫	tuò·mo
唾手可得	tuòshŏukĕdé
挖苦	wā·ku
蛙	wā
窪	wā
瓦礫	wǎlì
瓦片	wǎpiàn
*外幣	wàibì
外訪	wàifǎng
*外公	wàigōng
*外觀	wàiguān
*外國人	wàiguórén
外號	wàihào
*外籍	wàijí
外景	wàijǐng
外殼	wàiké
外勞	wàiláo
外貌	wàimào
外聘	wàipìn
*外婆	wàipó
外勤	wàiqín
外人	wàirén
外套	wàitào
外銷	wàixiāo
外泄	wàixiè
外星人	wàixīngrén
外型	wàixíng
外衣	wàiyī
外遇	wàiyù
外援	wàiyuán
外債	wàizhài
外祖父	wàizŭfù
外祖母	wàizŭmŭ
蜿蜒	wānyán
豌豆	wāndòu
彎腰	wānyāo
灣	wān
丸	wán
完好	wánhǎo
*完結	wánjié
完滿	wánmǎn
玩樂	wánlè
玩偶	wán'ŏu
玩耍	wánshuǎ
玩物	wánwù
玩物喪志	wánwùsàngzhì
玩意兒	wányìr
頑疾	wánjí
頑劣	wánliè
宛如	wǎnrú
婉約	wǎnyuē
婉轉	wǎnzhuǎn
挽回	wǎnhuí
挽留	wǎnliú
晚安	wǎn'ān
晚輩	wǎnbèi
*晚餐	wǎncān
晚間	wǎnjiān
晚膳	wǎnshàn
晚霞	wǎnxiá
*晚宴	wǎnyàn
萬不得已	wànbùdéyǐ
萬分	wànfēn
萬花筒	wànhuātŏng
萬能	wànnéng
萬年	wànnián
萬全	wànquán
萬事	wànshì
萬無一失	wànwúyīshī
萬物	wànwù
萬眾	wànzhòng
萬紫千紅	wànzǐqiānhóng
腕	wàn
亡魂	wánghún
王后	wánghòu
*王子	wángzǐ
往常	wǎngcháng
*往返	wǎngfǎn
*往後	wǎnghòu
往昔	wǎngxī
枉	wǎng
枉費	wǎngfèi
網吧	wǎngbā
網點	wǎngdiǎn
*網路	wǎnglù
網羅	wǎngluó
網球	wǎngqiú
*網頁	wǎngyè
網友	wǎngyŏu
*網站	wǎngzhàn
*網址	wǎngzhǐ
*網主	wǎngzhŭ
妄想	wàngxiǎng
忘情	wàngqíng
忘我	wàngwŏ
望子成龍	wàngzǐchénglóng
旺市	wàngshì
危	wēi
危殆	wēidài
危及	wēijí
危急	wēijí
危言聳聽	wēiyánsŏngtīng
危重	wēizhòng
威	wēi
威風	wēifēng
威嚇	wēihè
威嚴	wēiyán
微薄	wēibó
微不足道	wēibùzúdào
微風	wēifēng
微服	wēifú
微量	wēiliàng
微妙	wēimiào
微型	wēixíng
巍峨	wēi'é
為所欲為	wéisuŏyùwéi
*唯一	wéiyī
惟獨	wéidú
惟有	wéiyŏu
維	wéi
維他命	wéitāmìng
維繫	wéixì
*圍村	wéicūn
圍堵	wéidŭ
圍觀	wéiguān
圍巾	wéijīn
圍困	wéikùn
*圍牆	wéiqiáng
圍裙	wéiqún
